Issue key,Pool,Service,Category,Issue Type,Description
IT-58719,Israel-pool,ServerFarm,ServerFarm-Server Monitoring Alerts,Incident,"
ilfcarm06, Service: SSH, State: CRITICAL, DETAILS: : System is Unresponsive so Nagios is unable to run the check , please check the system manually"
IT-58717,India-pool,Personal Computing Hardware,New Hire Module,Service Request,"New Hire Setup: Master ticket

New hire start date 1/13/2020
Please follow up with Muhammed Suhail Illikkal and Hari Krishnamoorthy  Check if the following issues have been resolved:

Install laptop/ thinclient
Install VM
Setup Telephone
Create home directory
Add aliases/ unix groups
Initial IT induction

Also check for any other pending issues/ feedback from the Muhammed Suhail Illikkal

Please add New Hire to these aliases: 

N E W  H I R E  R E P O R T 
================================================


EMPLOYEE INFORMATION
---------------------------------------------
Name:               Muhammed Suhail Illikkal
Title:              Sr Solutions Engineer - AE
Start Date:         1/13/2020
Department:         21573
Manager:            Hari Krishnamoorthy
Manager Phone:      
Employee Status:    E
Employee Number:     313477
Login:              illikkal

FACILITIES INFORMATION
---------------------------------------------
Location:           NOIDA 02
Office Type:        Cadence Office
Office Number:      2.3.151M
Item Required:      Name Plate


IT INFORMATION
---------------------------------------------
Telephone:          null
Alias List:         


REPORT DISTRIBUTION
---------------------------------------------
CC List:            hkrishna, kannann"
IT-58714,cte-pool,Travel Expense/Concur,Travel Expense,Incident,"Hi IT expert, 

Â  

TW Cc506 employee Wu Yao-Kuang correct ID is 205916. His wrong ID 313114 had been deleted in Workday,HRâ€™s confirmation email as attached 

Â  

Bu Concur system default login account is 313114,and there is no way to change to correct account 205916. Could you help to check ? Thanks in advance. Â  

Â  

{color:black}Thanks,{color} 

{color:black}Vida Liu{color} 

Â "
IT-58710,L2-Servicedesk,Hosting-VM,VM issue,Incident,Issue to connect nomachine on noi-aarora1
IT-58708,Hosting-IAPJ-Datacenter,Hosting-Storage,Storage Performance Issues,Incident,"Hi,

In past ticket Ref:IN:IT-48317, Andy Zhang said .snapshot is available but I still cannot see the directory.
[smarket@sj-smarket ~/case_list]$ ls ~/.snapshot
ls: cannot access /home/smarket/.snapshot: No such file or directory

Please check why it's closed.
Note: I never see the directory is resolved.

Thanks,
Sam"
IT-58707,sam-pool,Personal Computing Software,Install/Configure Software,Service Request,"Customer need adobe acrobat distiller XI and adobe acrobat XI Pro.

Need to edit pdf file for order submit."
IT-58706,sam-pool,License Server,License Access Request,Service Request,"Hi IT, 

Â  

I have used {color:black}Adobe Acrobat Standard XI Software.{color} 

{color:black}But recently, I have upgraded os from window 7 to window 10 and my adobe was removed out.{color} 

{color:black}So I need to reinstall Adobe Acrobat Standard XI Software.{color} 

{color:black}Would you please give me help?{color} 

{color:black}Â {color} 

{color:black}Thank you.{color} 

{color:black}Regards,
 Sean.{color}"
IT-58704,ccms-pool,CCMS,CCMS Roles,Service Request,As per the attached CCR list
IT-58703,Hosting-IAPJ-Datacenter,Hosting-Storage,Storage Performance Issues,Incident,"{color:#1F497D}Hi Shiva,{color} 

{color:#1F497D}Â {color} 

{color:#1F497D}Could you please add 200GB disk asap.{color} 

{color:#1F497D}Thanks for your help.{color} 

{color:#1F497D}Â {color} 

{color:#1F497D}Vikas{color} 

{color:#1F497D}Â {color} 
  

 *From:* S V Srinivasan <sriniv@cadence.com> 
  *Sent:* Friday, January 10, 2020 11:40 AM
  *To:* Shivakumar (IT) R <shivar@cadence.com>
  *Cc:* Vikas Agrawal <avikas@cadence.com>; Manish Kumar Patel <pmanishk@cadence.com>; Kota Sanjeeva Dinesh <kdinesh@cadence.com>
  *Subject:* Disc full    

Â  

Hi Shivakumar, 

Â  

We are facing, disc full issue at: 

/projects/gf12lp/delivery/ip_release/ 

Â  

Please help us in providing extra space as we have 4 customer releases planned for today.  

Â  

Regards, 

Srini 

Â "
IT-58702,Cisco_UC_L2,Jabber,Jabber crashes,Incident,"Hi, 

Â  

My jabber is not working, I am not able to send the message.  

Please fix the issue asap. 

Â  

Thanks 

Divya Rai"
IT-58700,L2-Servicedesk,Hosting-VM,VM issue,Incident,"Hi, 

My no machine is hanged and not working .Please help me to start it. 

Â  

Â  

Â  

Thanks, 

Madhurani 

Â  

{color:#333333}Â {color}{color:black}{color}"
IT-58697,sapsecur-pool,SAP,SAP Application,Service Request,Job got canceled due to time out error.
IT-58694,L2-WinSrvSupport,Windows - Infrastructure Services,Windows Monitoring alert - Memory Alert,Incident,"Alert :Memory breached the threshold with 
physical memory used %: 92%Â 

Desc :Memory of PS4SJ.global.cadence.com has reached upto 
physical memory used %: 92% The current threshold is physical memory used % > 90Source: SiteScope\General Critical\Windows\PS4SJ.global.cadence.com\PS4SJ.global.cadence.com-Memory

CI :PS4SJ"
IT-58692,ITSDL2-core-pool,DPC,DPC Policy - Grant Access,Service Request,"Hi

Please provide me access to the following area:
/dpc/project70/sklee/Samsung/IT3354427

Access needed for VDI interface scripts work"
IT-58691,asiapac-pool,WiFi,ONE_CADENCE failed to connect,Incident,"Hi, experts. 

Â  

Iâ€™m new worker in Cadence. 

But I canâ€™t access to the office WIFI.  

I want to connect ONE-CADENCE WIFI. 

Â  

Thanks & regards. 

Yeowon 

Â "
IT-58690,Server-farm,ServerFarm,Server Farm - Host Issue,Incident,"{color:#000000}{color}
  {color:#000000}{color} 
  
 {color:#000000} 

Thanks 

Zhenxiang (Dennis) Hu{color}"
IT-58689,euro-pool,ServerFarm,Server Farm - Host Issue,Incident,"Hi, 

Â  

When Iâ€™m trying run interactive job on Katowice farm then Iâ€™m get following error: 

LSF is down. Please wait ... 

Â  

Regards, 

Tomasz"
IT-58687,sapsecur-pool,SAP,SAP Application,Service Request,"Hi,

Kiindly transport the following.

DV2K911774Â Â Â Â Â Â Â Â Â Â Â Â Â  MM:MOD:SAP-1541-Create GR Plus combine into one transaction

After this please reimport: DV2K911696


Thanks 
Moumita Das
Project Manager, 
Pursuit Software, Kolkata

Â 

-----Original Message-----
From: sap_transport@cadence.com <sap_transport@cadence.com> 
Sent: Friday, January 10, 2020 11:40 AM
To: sap_basis <sap_basis@cadence.com>
Cc: Moumita Das [C] <mdas@cadence.com>
Subject: SAP Transport Request Submitted

This message was automatically generated from the ""SAP Transport Site"".

User Login: MDAS
User Name: Moumita Das [C]
Submit Date: 1/9/2020 10:09 PM


Request #: DV2K911774
Requester: MDAS
System: FILO
Priority: Regular
Audit: No
ASR: SAP-1541
Source Client: 320
Short Description: MM:MOD:SAP-1541-Create GR Plus combine into one transaction
Detailed Description: DV2K911774Â Â Â Â Â Â Â Â Â Â Â Â Â  MM:MOD:SAP-1541-Create GR Plus combine into one transaction -UAT3


ASR Information:
Issue Summary: Create GR Plus by combining multiple material movements into one single SAP transaction Assignee Displayname: Rajiv Kapoor Assignee Name: rajivk Status Name: UAT Status Description:

Â "
IT-58686,L2-Servicedesk,Hosting-VM,VM Provisioning,Service Request,"
Virtual Machine Request

ID: 364

Requester: prudhvi

Owner: prudhvi

Manager: akshay

Country: USA

VM Location: San Jose

VM Type: Virtual Desktop

Network: Farm-DPC

OS: Windows 10

For VPN use ?: No

vCPU: 2

vMemory(GB): 8

vHDD(GB): 100

Environment: User VM

Duration: 6 Months

Replacement: No

Justification/Notes:

I need to work a project on Analog Devices, which I got access to one of the project 


"
IT-58682,Cisco_UC_L2,Jabber,Jabber phone services issues,Incident,"Dear Sir, 

Â  

Please add webex cluster for the user to use the Jabber softphone. 

Â  

Login: swtsai 

Â  

Thanks & Regards, 

Rachel"
IT-58680,asiapac-pool,UNIX,VNC/NX issues,Incident,can not set display back to VM. 
IT-58679,ITSDL2-core-pool,DPC,DPC Policy - Grant Access,Service Request,"HI, 

Â  

Please add me into ams28 group 

Â  

Thanks, 

Jaison James 

Â "
IT-58678,India-pool,Password,Password Reset Failure,Incident,Password Expired
IT-58674,ccms-pool,CCMS,CCMS Roles,Service Request,"Hello, 

Â  

Please Add me to the group as CC for whatever the CCRâ€™s are filing for  *family IC, product Voltus*. 

Â  

Thanks  

Sawan Â "
IT-58673,India-pool,Outlook,Mailbox access,Incident,Outlook mobile access
IT-58670,India-pool,LAN,LAN failed to connect,Incident,Failed to connect Ahmedabad door access  (IP - 10.245.128.10)
IT-58667,Server-farm,ServerFarm,IT Monitoring â€“ Filesystem,Incident,"Hi Help desk,

In my sj server, below scratch area,  this area expire on 30th December-2019. Due to shutdown vacation , I unable to check mail & I unable to create new scratch area to copy from below scratch area. Please help me to get data for below scratch area. So I will create new scratch area and copy .

chpavan_testcase_9th_oct -> /it/sjclapa06p6_scratch01/chpavan/expire_2019_12_30/chpavan_testcase_9th_oct

My user ID: chpavan
sj vnc server is sj-chpavan:1

Thanks,
Pavan
+91-9611515223
"
IT-58666,ITSDL2-core-pool,DPC,DPC Policy - Grant Access,Service Request,"Hi , 

Â  

Request for adding me to unix group for tsmcN3 for project cdns12002adc_t3t. 

Â  

Thanks with Regards, 

Bharti"
IT-58665,DPC-SJ,DPC,DPC Server down,Incident,"Hello IT-Support,
After downloading the database from GIT hub, while performing make setup, I am facing following ssh_exchange timeout issue.
Could you please help me find out what is the issue here?
Please treat this request as urgent.

error: unknown option `short'

usage:
git symbolic-ref [options] name [ref]

Â 

Â Â Â  -q, --quietÂ Â Â Â Â Â Â Â Â Â  be quiet

Â Â Â  -m <reason>Â Â Â Â Â Â Â Â Â Â  reason of the update

Â 

fatal: bad revision 'origin/'

make -f
amibuild.mk setup-aws-fpga \

Â Â Â Â Â Â Â Â Â Â Â Â Â Â Â   AWS_FPGA_REPO_DIR=/icd/vorm29/nibhanup/ARM_IP_HAMSA/IT3513770/users/ankitr/hammerblade/bsg_bladerunner/aws-fpga

make[1]:
Entering directory
`/icd/vorm29/nibhanup/ARM_IP_HAMSA/IT3513770/users/ankitr/hammerblade/bsg_bladerunner'

git
submodule update --init aws-fpga

Initialized
empty Git repository in
/icd/vorm29/nibhanup/ARM_IP_HAMSA/IT3513770/users/ankitr/hammerblade/bsg_bladerunner/aws-fpga/.git/

ssh_exchange_identification: read:
Connection timed out

fatal: The remote end hung up
unexpectedly

Clone of
'git@github.com:aws/aws-fpga.git' into submodule path 'aws-fpga' failed

make[1]:
***
[/icd/vorm29/nibhanup/ARM_IP_HAMSA/IT3513770/users/ankitr/hammerblade/bsg_bladerunner/aws-fpga.setup.log]
Error 1

make[1]:
Leaving directory
`/icd/vorm29/nibhanup/ARM_IP_HAMSA/IT3513770/users/ankitr/hammerblade/bsg_bladerunner'

make:
*** [aws-fpga.setup.log] Error 2

"
IT-58664,edasupport,edaonTap,eDAonTap Account,Service Request,"Hi Janet,
 
As per daily termination report, eDAonTap access of below users has to be removed.
                                               
Avi Behar                (abehar) 
Susan Huntsman           (susanh) 
Chunfen Yao              (cfyao)  

Also, Jewel Access of below users has to be removed:

Karolina Wampola Summers (kari)  
Avi Behar                (abehar) 
Susan Huntsman           (susanh) 
Minh D. Bui              (bui)   
Weber Stephan            (stephan)
Vishal Abrol             (vabrol)  
Chunfen Yao              (cfyao) 

Please approve the above users should be terminated from the respective environments.

Regards,
Karthi K"
IT-58661,Hosting-IAPJ-Datacenter,Hosting-Storage,Storage Access issues,Incident,"Hi my rscratch path /rscratch/analog_layout/chandras/ 
Please add 300GB to the path.
Have to run EMIR, so need more space."
IT-58660,ccms-pool,CCMS,CCMS Access,Incident,Add user bhupalas to CCMS
IT-58659,India-pool,Personal Computing Hardware,Laptop Keyboard/Touchpad issue,Incident,"Binodji, 

Kindly help in replacing the mouse for Nafay Ji , His Â work is getting stuck. 

Â  

{color:#1F497D}Regards{color} 

 *{color:#1F497D} *Shweta Sharma*{color}*{color:#1F497D}{color}  

{color:#1F497D}Senior Administrator -  *Global Customer Support*{color} 

{color:#1F497D}Â {color} 

{color:#333333}P: 91.120.3984028Â Â {color} 

Â "
IT-58653,infosec_pool,Security Exception,Non Standard Software Exception,Service Request,"Hi,

Our team creates software demo videos and publishes  them as MP4s since that's what Cadence Online Support supports. However, because closed captions are not supported in MP4s, I'm testing whether I can use .srt or .ass files as a workaround. 

To create .ass files, I need Aegisub, a free, cross-platform open source tool for creating and modifying subtitles. Therefore, request permission to download it.

The URL for the tool is as follows:
http://www.aegisub.org/"
IT-58651,japan-pool,ServerFarm,Server Farm - Configure/Setup Host/Cluster,Service Request,"cluster: jplsf02
host: cdsj206
queue: crs
memeber: ywatana,yukoy,chieto,hinoken,haruko,hiraishi
period: Middle of MAY 2020"
IT-58650,ITSDL2-core-pool,DPC,New Secure Directory Setup,Service Request,"{color:#333333}We need DPC disk for Nvidia 5nm testing. Below are the details.
Â 
# Provide the contract and NDA for this customer policy or project. You can ignore this question if you already know your project data can be stored in DPC.{color}
{color:#843c0c}CITR will be provided later.{color}{color:#333333}

Determine what customer data needs to be protected and provide project name.{color}
{color:#843c0c}Nvidia_5nm_REG{color}

{color:#333333}
Which users can approve new users to access the data based on the NDA?
p{color}{color:#843c0c}shiva,{color}Â {color:#843c0c}gisuthan{color}{color:#333333}

Provide the list of login IDs who should have access to the DPC
p{color}{color:#843c0c}shiva,{color}Â {color:#843c0c}gisuthan{color}{color:#333333},{color}Â {color:#843c0c}sani{color}{color:#333333},{color}Â {color:#843c0c}varmaa{color}{color:#333333},{color}Â {color:#843c0c}malavika{color}{color:#333333},{color}Â {color:#843c0c}kraig{color}{color:#333333},{color}Â {color:#843c0c}amrit{color}{color:#333333},{color}Â {color:#843c0c}minchang{color}{color:#333333}

How much storage space is required in total? Â Â How much storage is needed for the secure data and non-secure data?{color}
{color:#843c0c}6TB.{color}{color:#333333}

What is the delete date for this data?{color}
{color:#843c0c}Dec31, 2020{color}{color:#333333}

Are there any export restrictions set by the customer? If Export Control is required, please clear your users via this legal site:Â {color}[http://sp/sites/export/pages/exportclearancerequestform.aspx|https://http/sp/sites/export/pages/exportclearancerequestform.aspx]
{color:#843c0c}No.{color}{color:#333333}

Please provide the information on OS (CentOS, RH, SLES).Â  All DPC hosts currently run on CentOS 5.10.Â  If other Linux required, please provide the information on OS and justification{color}
{color:#843c0c}CentOS 5.10{color}{color:#333333}

Please specify use model (R&D, Debugging, Regression runs, ...){color}
{color:#843c0c}R&D debugging{color}{color:#333333}

Is data access logging required? Â Specify logging only when it is mandatory because it adds additional cost and it is less convenient for your users to work if logging is required.{color}
{color:#843c0c}No.{color}

{color:#843c0c}Â {color}

{color:#843c0c}Thanks{color}

{color:#843c0c}Shiva{color}"
